City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,279,Ballina,AU,2021-12-06 23:21:15,-28.8667,153.5667,73.58,92,98,1.34
280,280,Pangnirtung,CA,2021-12-06 23:21:16,66.1451,-65.7125,12.2,73,90,13.8
281,281,San Andres,CO,2021-12-06 23:20:08,12.5847,-81.7006,84.22,74,75,13.8
282,282,Chupa,RU,2021-12-06 23:21:17,66.27,33.0549,1.22,96,68,3.85
283,283,Bandarbeyla,SO,2021-12-06 23:21:17,9.4942,50.8122,75.2,64,10,15.3
284,284,Porbandar,IN,2021-12-06 23:21:17,21.6422,69.6093,72.82,44,0,12.46
285,285,Campo Verde,BR,2021-12-06 23:21:18,-20.4167,-54.0667,83.41,36,74,4.79
286,286,San Cristobal,VE,2021-12-06 23:21:18,7.7669,-72.225,75.38,73,53,0.76
287,287,Beloha,MG,2021-12-06 23:21:19,-25.1667,45.05,77.4,57,0,2.1
288,288,Zhanakorgan,KZ,2021-12-06 23:21:20,43.9098,67.2495,39.94,74,100,1.63
289,289,Hamilton,US,2021-12-06 23:21:20,39.1834,-84.5333,36.23,63,1,3.0
290,290,Jardim,BR,2021-12-06 23:21:21,-21.4803,-56.1381,85.08,36,11,5.1
291,291,Airai,TL,2021-12-06 23:21:21,-8.9266,125.4092,65.28,85,89,2.82
292,292,Dubbo,AU,2021-12-06 23:19:55,-32.25,148.6167,75.33,64,90,10.36
293,293,Kikwit,CD,2021-12-06 23:21:22,-5.041,18.8162,72.05,88,100,1.86
294,294,Diamantino,BR,2021-12-06 23:21:22,-14.4086,-56.4461,76.91,88,78,1.14
295,295,Leningradskiy,RU,2021-12-06 23:21:23,69.3833,178.4167,-6.38,86,100,28.12
296,296,Copiapo,CL,2021-12-06 23:21:23,-27.3667,-70.3333,73.81,38,1,5.75
297,297,Charleston,US,2021-12-06 23:20:03,32.7766,-79.9309,66.22,87,1,5.75
298,298,Goderich,CA,2021-12-06 23:21:24,43.7501,-81.7165,34.92,75,100,28.77
299,299,Zhezkazgan,KZ,2021-12-06 23:21:24,47.8043,67.7144,27.19,83,51,5.01
300,300,Doha,QA,2021-12-06 23:21:25,25.2867,51.5333,66.18,68,0,3.44
301,301,Tuatapere,NZ,2021-12-06 23:21:25,-46.1333,167.6833,64.81,48,0,2.89
302,302,Marawi,PH,2021-12-06 23:21:25,7.9986,124.2928,68.65,98,100,3.56
303,303,Grindavik,IS,2021-12-06 23:21:26,63.8424,-22.4338,37.35,64,75,19.57
304,304,Piacabucu,BR,2021-12-06 23:21:26,-10.4056,-36.4344,79.16,78,2,13.49
305,305,Moshkovo,RU,2021-12-06 23:21:27,55.3053,83.6104,29.16,96,100,13.22
306,306,Kawalu,ID,2021-12-06 23:21:27,-7.3817,108.2082,71.96,93,89,2.82
307,307,Waipawa,NZ,2021-12-06 23:21:28,-41.4122,175.5153,56.44,97,100,1.48
308,308,Hasaki,JP,2021-12-06 23:21:28,35.7333,140.8333,52.29,78,95,15.05
309,309,Meulaboh,ID,2021-12-06 23:21:29,4.1363,96.1285,77.16,87,47,3.67
310,310,Moen,NO,2021-12-06 23:21:29,69.1304,18.6123,15.87,77,63,5.55
311,311,Clyde River,CA,2021-12-06 23:19:44,70.4692,-68.5914,10.63,85,100,19.57
312,312,Burnie,AU,2021-12-06 23:21:30,-41.0667,145.9167,58.91,60,95,9.17
313,313,Inuvik,CA,2021-12-06 23:21:30,68.3499,-133.7218,18.36,76,75,4.61
314,314,Koutiala,ML,2021-12-06 23:21:31,12.3917,-5.4642,77.11,14,15,8.3
315,315,Leh,IN,2021-12-06 23:21:31,34.1667,77.5833,9.46,75,23,4.63
316,316,Boulder City,US,2021-12-06 23:21:32,35.9786,-114.8325,66.85,13,1,5.75
317,317,Salalah,OM,2021-12-06 23:21:32,17.0151,54.0924,75.29,33,0,8.05
318,318,Zhob,PK,2021-12-06 23:21:32,31.3411,69.4481,43.11,35,5,2.48
319,319,San Quintin,MX,2021-12-06 23:21:33,30.4833,-115.95,65.05,68,1,3.91
320,320,Hovd,MN,2021-12-06 23:22:33,48.0056,91.6419,15.55,63,48,1.5
321,321,Pevek,RU,2021-12-06 23:22:34,69.7008,170.3133,-12.03,92,100,13.38
322,322,Saint-Philippe,RE,2021-12-06 23:22:34,-21.3585,55.7679,76.59,80,22,9.98
323,323,Chicama,PE,2021-12-06 23:22:35,-7.8447,-79.1469,63.14,76,92,7.72
324,324,Mahina,PF,2021-12-06 23:22:35,-17.5065,-149.489,83.97,61,40,18.41
325,325,Roald,NO,2021-12-06 23:22:36,62.5833,6.1333,37.09,60,90,18.41
326,326,Wangqing,CN,2021-12-06 23:22:36,43.3218,129.7634,14.04,96,16,2.33
327,327,Vestmanna,FO,2021-12-06 23:22:36,62.1564,-7.1664,40.12,81,75,26.46
328,328,Emerald,AU,2021-12-06 23:22:37,-23.5333,148.1667,79.34,65,84,9.44
329,329,Kahului,US,2021-12-06 23:22:37,20.8947,-156.47,79.86,83,75,8.05
330,330,Ichinohe,JP,2021-12-06 23:22:38,40.2069,141.3017,43.47,89,100,1.19
331,331,Luena,AO,2021-12-06 23:22:38,-11.7833,19.9167,63.52,92,92,1.01
332,332,Pisco,PE,2021-12-06 23:22:38,-13.7,-76.2167,68.05,77,0,16.11
333,333,Birao,CF,2021-12-06 23:22:39,10.2849,22.7882,74.16,21,8,5.95
334,334,Baykit,RU,2021-12-06 23:22:39,61.67,96.37,-1.35,99,100,2.04
335,335,Chornobay,UA,2021-12-06 23:22:40,49.6708,32.3239,43.43,97,100,10.27
336,336,Bisira,PA,2021-12-06 23:22:40,8.5196,-81.7115,61.36,92,100,5.35
337,337,Beidao,CN,2021-12-06 23:22:41,34.5686,105.8933,37.54,86,100,4.25
338,338,Payson,US,2021-12-06 23:20:25,40.0444,-111.7321,50.0,63,90,0.0
339,339,Klaksvik,FO,2021-12-06 23:22:41,62.2266,-6.589,41.92,71,69,33.62
340,340,Kruisfontein,ZA,2021-12-06 23:22:42,-34.0033,24.7314,59.88,95,71,4.97
341,341,Zheshart,RU,2021-12-06 23:22:42,62.0731,49.5733,3.16,97,53,5.93
342,342,Saint-Louis,SN,2021-12-06 23:22:43,16.3333,-15.0,74.84,9,71,11.68
343,343,Pundaguitan,PH,2021-12-06 23:22:43,6.3711,126.1689,80.96,77,94,7.76
344,344,Port Hardy,CA,2021-12-06 23:20:30,50.6996,-127.4199,41.0,87,90,26.46
345,345,Gizo,SB,2021-12-06 23:22:44,-8.103,156.8419,83.03,76,100,3.24
346,346,Petropavlovsk-Kamchatskiy,RU,2021-12-06 23:22:44,53.0452,158.6483,32.59,100,75,2.24
347,347,Taoudenni,ML,2021-12-06 23:22:45,22.6783,-3.9836,64.45,18,95,12.53
348,348,Nouadhibou,MR,2021-12-06 23:22:45,20.931,-17.0347,69.78,26,93,12.66
349,349,Takoradi,GH,2021-12-06 23:22:46,4.8845,-1.7554,80.37,83,96,7.31
350,350,Richards Bay,ZA,2021-12-06 23:22:46,-28.783,32.0377,73.24,85,77,14.38
351,351,Boundiali,CI,2021-12-06 23:22:46,9.5217,-6.4869,74.52,22,39,1.19
352,352,Anadyr,RU,2021-12-06 23:22:47,64.75,177.4833,-5.01,83,75,29.08
353,353,Salzkotten,DE,2021-12-06 23:22:47,51.6717,8.6009,38.8,78,20,1.01
354,354,Erzincan,TR,2021-12-06 23:22:48,39.75,39.5,24.1,100,10,1.14
355,355,Aketi,CD,2021-12-06 23:22:48,2.7388,23.7833,71.1,93,100,1.45
356,356,Sao Joao Da Barra,BR,2021-12-06 23:22:49,-21.6403,-41.0511,71.08,92,100,8.34
357,357,Viru,PE,2021-12-06 23:22:49,-8.4167,-78.75,63.7,75,99,5.73
358,358,Codrington,AU,2021-12-06 23:22:49,-38.2667,141.9667,59.45,52,85,15.35
359,359,Ouango,CF,2021-12-06 23:22:51,4.3133,22.5552,73.29,77,89,1.97
360,360,Arkhangelskaya,RU,2021-12-06 23:22:51,45.6796,40.2754,46.31,67,81,8.28
361,361,Dauriya,RU,2021-12-06 23:22:52,49.9333,116.8667,8.96,85,4,4.21
362,362,Yaan,NG,2021-12-06 23:22:52,7.3833,8.5667,78.75,56,100,4.5
363,363,Derzhavinsk,KZ,2021-12-06 23:22:53,51.1,66.3167,20.82,97,100,5.28
364,364,Margate,GB,2021-12-06 23:22:53,51.3813,1.3862,39.69,81,11,1.99
365,365,Juneau,US,2021-12-06 23:18:53,58.3019,-134.4197,31.21,95,90,14.97
366,366,Ritchie,ZA,2021-12-06 23:22:54,-29.038,24.6028,56.41,37,0,0.89
367,367,Aklavik,CA,2021-12-06 23:23:54,68.2191,-135.0107,18.32,85,75,4.61
368,368,Wakkanai,JP,2021-12-06 23:23:55,45.4094,141.6739,39.42,55,32,13.2
369,369,Nieuw Amsterdam,SR,2021-12-06 23:23:55,5.8833,-55.0833,80.62,83,40,5.75
370,370,Mahanoro,MG,2021-12-06 23:23:56,-19.9,48.8,73.11,88,5,3.53
371,371,Kumo,NG,2021-12-06 23:23:56,10.0447,11.2122,76.77,25,97,7.38
372,372,Silifke,TR,2021-12-06 23:23:57,36.3778,33.9344,62.47,60,98,13.24
373,373,Gariaband,IN,2021-12-06 23:19:17,20.635,82.0614,62.8,87,1,1.48
374,374,Ketchikan,US,2021-12-06 23:23:58,55.3422,-131.6461,30.67,80,1,5.75
375,375,Deolali,IN,2021-12-06 23:24:00,19.95,73.8333,64.62,76,0,3.49
376,376,Longyearbyen,SJ,2021-12-06 23:22:22,78.2186,15.6401,35.44,69,75,25.32
377,377,Araouane,ML,2021-12-06 23:24:00,18.9048,-3.5265,66.24,12,92,10.85
378,378,Buchanan,LR,2021-12-06 23:24:01,5.8808,-10.0467,78.76,84,64,8.08
379,379,Rundu,,2021-12-06 23:24:02,-17.9333,19.7667,75.22,48,62,1.81
380,380,Biak,ID,2021-12-06 23:24:02,-0.9131,122.8766,78.6,83,100,1.12
381,381,Rafaela,AR,2021-12-06 23:24:03,-31.2503,-61.4867,82.06,38,0,1.99
382,382,Mezen,RU,2021-12-06 23:24:03,65.8522,44.24,15.57,84,77,11.39
383,383,Ust-Kalmanka,RU,2021-12-06 23:24:03,52.1207,83.305,34.59,95,100,18.03
384,384,Berlevag,NO,2021-12-06 23:24:04,70.8578,29.0864,23.43,90,98,13.47
385,385,Helong,CN,2021-12-06 23:24:04,42.5397,128.9972,18.34,89,6,4.65
386,386,Straumen,NO,2021-12-06 23:24:05,63.8709,11.2999,15.8,87,9,5.55
387,387,Puerto Escondido,MX,2021-12-06 23:23:59,15.85,-97.0667,86.83,62,1,5.75
388,388,Kodinar,IN,2021-12-06 23:24:05,20.7903,70.7031,71.94,50,0,10.69
389,389,Chapais,CA,2021-12-06 23:24:06,49.7834,-74.8492,20.98,98,100,7.56
390,390,Mookane,BW,2021-12-06 23:24:06,-23.688,26.6595,71.65,73,40,6.33
391,391,College,US,2021-12-06 23:22:51,64.8569,-147.8028,25.12,68,90,3.44
392,392,Tartus,SY,2021-12-06 23:24:07,34.889,35.8866,60.42,47,48,12.37
393,393,Santiago,CL,2021-12-06 23:22:18,-33.4569,-70.6483,78.17,42,0,7.23
394,394,Vilhena,BR,2021-12-06 23:24:07,-12.7406,-60.1458,73.62,94,75,8.05
395,395,Sao Filipe,CV,2021-12-06 23:24:08,14.8961,-24.4956,77.59,69,20,5.75
396,396,North Bend,US,2021-12-06 23:24:08,43.4065,-124.2243,52.07,95,90,3.44
397,397,Kankaanpaa,FI,2021-12-06 23:24:09,61.8,22.4167,4.8,98,62,3.33
398,398,Soeng Sang,TH,2021-12-06 23:24:09,14.4264,102.4606,60.4,70,100,3.85
399,399,Rudbar,AF,2021-12-06 23:24:10,30.15,62.6,52.54,28,0,3.2
400,400,Paita,PE,2021-12-06 23:24:11,-5.0892,-81.1144,72.16,83,100,14.14
401,401,Henties Bay,,2021-12-06 23:24:11,-22.116,14.2845,58.86,92,0,2.53
402,402,Khammam,IN,2021-12-06 23:24:11,17.25,80.15,69.31,73,50,6.53
403,403,Waw,SS,2021-12-06 23:24:12,7.7029,27.9953,78.94,30,88,2.64
404,404,Roma,US,2021-12-06 23:24:13,43.2128,-75.4557,43.12,90,90,1.99
405,405,Vanimo,PG,2021-12-06 23:24:13,-2.6741,141.3028,80.74,85,100,3.74
406,406,Lagoa,PT,2021-12-06 23:24:14,39.05,-27.9833,63.61,81,100,21.34
407,407,Wyszkow,PL,2021-12-06 23:24:14,52.5928,21.4584,30.15,92,96,6.67
408,408,Abu Dhabi,AE,2021-12-06 23:20:19,24.4667,54.3667,70.97,65,0,1.14
409,409,Pombia,IT,2021-12-06 23:24:15,45.653,8.6336,39.54,66,0,5.75
410,410,Samarai,PG,2021-12-06 23:24:15,-10.6167,150.6667,83.57,71,100,7.76
411,411,Mayo,US,2021-12-06 23:21:36,38.8876,-76.5119,67.95,71,90,8.01
412,412,Moura,PT,2021-12-06 23:24:16,38.1401,-7.4486,50.11,91,4,3.4
413,413,Gangapur,IN,2021-12-06 23:24:16,26.4833,76.7167,61.43,62,0,6.15
414,414,Trincomalee,LK,2021-12-06 23:25:17,8.5711,81.2335,80.44,72,20,7.2
415,415,Pontianak,ID,2021-12-06 23:25:17,-0.0333,109.3333,75.18,94,20,4.61
416,416,Omsukchan,RU,2021-12-06 23:25:18,62.5333,155.8,-24.83,92,58,1.92
417,417,Bilma,NE,2021-12-06 23:25:18,18.6853,12.9164,67.19,17,4,7.96
418,418,Sibolga,ID,2021-12-06 23:25:19,1.7427,98.7792,75.67,81,25,3.31
419,419,Junction City,US,2021-12-06 23:25:19,39.0286,-96.8314,31.8,54,1,1.99
420,420,Linxia,CN,2021-12-06 23:25:19,35.6003,103.2064,26.64,68,71,0.87
421,421,Mana,GF,2021-12-06 23:25:20,5.6592,-53.7767,77.5,90,100,8.7
422,422,Tolmin,SI,2021-12-06 23:25:20,46.183,13.7332,34.77,80,5,7.0
423,423,Riohacha,CO,2021-12-06 23:25:21,11.5444,-72.9072,86.11,54,0,13.8
424,424,Hirson,FR,2021-12-06 23:25:21,49.9226,4.0826,40.41,94,86,9.8
425,425,Naze,JP,2021-12-06 23:25:22,28.3667,129.4833,63.52,61,6,13.06
426,426,Tocopilla,CL,2021-12-06 23:25:22,-22.092,-70.1979,68.22,73,96,10.29
427,427,Hambantota,LK,2021-12-06 23:25:23,6.1241,81.1185,76.21,88,30,7.92
428,428,Turukhansk,RU,2021-12-06 23:25:23,65.8167,87.9833,-30.62,99,40,3.98
429,429,Evensk,RU,2021-12-06 23:25:24,61.95,159.2333,-9.76,74,61,9.24
430,430,Semnan,IR,2021-12-06 23:25:24,35.5729,53.3971,43.83,36,0,2.19
431,431,Kemijarvi,FI,2021-12-06 23:25:24,66.7131,27.4306,-0.54,99,21,2.33
432,432,Tilichiki,RU,2021-12-06 23:25:25,60.4667,166.1,-10.52,86,30,8.99
433,433,Rodrigues Alves,BR,2021-12-06 23:25:25,-7.738,-72.6509,72.18,98,98,2.71
434,434,Kibondo,TZ,2021-12-06 23:25:26,-3.5864,30.7203,61.11,86,72,2.26
435,435,Andrelandia,BR,2021-12-06 23:25:26,-21.7397,-44.3092,62.35,96,30,8.93
436,436,Deputatskiy,RU,2021-12-06 23:25:27,69.3,139.9,-22.81,99,100,1.3
437,437,Price,US,2021-12-06 23:25:27,39.5994,-110.8107,47.12,26,75,0.0
438,438,Hokitika,NZ,2021-12-06 23:25:28,-42.7167,170.9667,55.67,72,100,1.52
439,439,Villamontes,BO,2021-12-06 23:25:28,-21.25,-63.5,76.6,66,100,4.0
440,440,Saint-Francois,FR,2021-12-06 23:25:29,46.4154,3.9054,39.47,93,90,3.44
441,441,Vrangel,RU,2021-12-06 23:25:29,42.7297,133.0839,32.79,61,0,7.58
442,442,Tres Barras,BR,2021-12-06 23:25:30,-26.1064,-50.3222,60.48,97,71,5.59
443,443,Hohhot,CN,2021-12-06 23:24:28,40.8106,111.6522,12.49,62,0,6.71
444,444,Bassila,BJ,2021-12-06 23:25:30,9.0081,1.6654,78.19,30,78,3.4
445,445,Lamar,US,2021-12-06 23:25:31,33.6668,-95.5836,53.26,32,1,11.5
446,446,Kamarion,GR,2021-12-06 23:25:31,36.8,25.8167,62.1,64,32,27.69
447,447,Kurim,CZ,2021-12-06 23:25:32,49.2985,16.5314,32.29,90,25,3.71
448,448,Luderitz,,2021-12-06 23:25:32,-26.6481,15.1594,62.51,80,0,18.63
449,449,Dolinsk,RU,2021-12-06 23:25:32,47.35,142.8,33.66,60,0,12.35
450,450,Upington,ZA,2021-12-06 23:25:33,-28.4478,21.2561,66.58,52,0,2.3
451,451,Nexo,DK,2021-12-06 23:25:33,55.0607,15.1306,32.09,70,100,13.27
452,452,Berberati,CF,2021-12-06 23:25:34,4.2612,15.7922,73.2,55,60,0.54
453,453,Taitung,TW,2021-12-06 23:25:34,22.7583,121.1444,68.27,73,75,8.05
454,454,Ust-Nera,RU,2021-12-06 23:25:35,64.5667,143.2,-36.83,99,76,4.59
455,455,Plouzane,FR,2021-12-06 23:25:35,48.3833,-4.6167,46.45,87,0,6.91
456,456,Axim,GH,2021-12-06 23:25:36,4.8699,-2.2405,79.9,84,85,6.33
457,457,El Guamo,CO,2021-12-06 23:25:36,10.0316,-74.9761,79.11,78,45,5.75
458,458,Salinas,US,2021-12-06 23:25:36,36.6777,-121.6555,61.2,76,1,9.22
459,459,Kununurra,AU,2021-12-06 23:25:38,-15.7667,128.7333,85.98,79,59,5.75
460,460,Sergeyevka,KZ,2021-12-06 23:25:38,53.88,67.4158,6.48,92,76,8.03
461,461,Marrakesh,MA,2021-12-06 23:24:06,31.6315,-8.0083,46.47,66,0,0.0
462,462,Povoa De Varzim,PT,2021-12-06 23:26:46,41.3834,-8.7636,57.67,100,90,9.22
463,463,Gigmoto,PH,2021-12-06 23:26:46,13.7796,124.39,78.4,85,95,14.79
464,464,Boende,CD,2021-12-06 23:26:47,-0.2167,20.8667,70.9,91,41,2.39
465,465,Vila,PT,2021-12-06 23:26:47,42.0304,-8.1588,45.48,95,100,3.74
466,466,Victoria,HK,2021-12-06 23:22:50,22.2855,114.1577,65.32,66,9,1.01
467,467,Nkoteng,CM,2021-12-06 23:26:48,4.5167,12.0333,72.05,94,44,5.32
468,468,Caravelas,BR,2021-12-06 23:26:48,-17.7125,-39.2481,76.6,84,96,7.7
469,469,Pedernales,DO,2021-12-06 23:26:49,18.0384,-71.744,80.53,67,0,8.21
470,470,Adiake,CI,2021-12-06 23:26:49,5.2863,-3.304,81.99,83,66,7.67
471,471,Verin,ES,2021-12-06 23:26:50,41.9415,-7.4381,52.56,97,100,0.98
472,472,Maryville,US,2021-12-06 23:24:39,35.7565,-83.9705,48.4,88,90,1.99
473,473,Mnogovershinnyy,RU,2021-12-06 23:26:50,53.9353,139.9242,10.24,63,90,19.46
474,474,Kalmunai,LK,2021-12-06 23:26:51,7.4167,81.8167,76.41,81,3,4.76
475,475,Zhanaozen,KZ,2021-12-06 23:26:51,43.3,52.8,38.84,67,10,0.63
476,476,Pitkyaranta,RU,2021-12-06 23:26:51,61.5734,31.4792,9.66,94,100,9.64
477,477,Cordoba,AR,2021-12-06 23:24:30,-31.4135,-64.1811,78.6,57,20,6.91
478,478,Lompoc,US,2021-12-06 23:26:52,34.6391,-120.4579,67.21,80,1,10.36
479,479,Banda Aceh,ID,2021-12-06 23:25:03,5.5577,95.3222,78.12,84,64,12.24
480,480,Biltine,TD,2021-12-06 23:26:06,14.5333,20.9167,74.3,20,6,6.24
481,481,Thaba-Tseka,LS,2021-12-06 23:26:53,-29.522,28.6084,49.06,64,0,4.61
482,482,Koslan,RU,2021-12-06 23:26:53,63.4564,48.8989,10.69,94,98,8.34
483,483,Ukiah,US,2021-12-06 23:23:55,39.1502,-123.2078,56.37,85,75,0.0
484,484,Shubarshi,KZ,2021-12-06 23:26:54,48.5872,57.1869,32.56,99,100,1.97
485,485,Sovetskiy,RU,2021-12-06 23:26:54,61.3614,63.5842,-7.02,95,22,4.76
486,486,Edgewater,US,2021-12-06 23:22:08,28.9889,-80.9023,76.08,78,20,5.75
487,487,Aksarka,RU,2021-12-06 23:26:55,66.5606,67.7975,9.03,83,100,11.63
488,488,Nogent-Le-Rotrou,FR,2021-12-06 23:26:56,48.3333,1.0,39.02,90,26,12.68
489,489,Vilyuysk,RU,2021-12-06 23:26:56,63.7553,121.6247,-30.55,100,91,0.65
490,490,Sol-Iletsk,RU,2021-12-06 23:26:57,51.1631,54.9918,17.38,91,43,9.19
491,491,Polunochnoye,RU,2021-12-06 23:26:57,60.8697,60.4153,-11.22,96,18,4.38
492,492,Las Margaritas,MX,2021-12-06 23:26:57,16.3167,-91.9833,68.29,70,3,6.35
493,493,Lata,PT,2021-12-06 23:26:58,40.1629,-8.3327,58.05,95,100,2.68
494,494,Arlit,NE,2021-12-06 23:26:58,18.7369,7.3853,70.59,15,7,9.06
495,495,Antalaha,MG,2021-12-06 23:26:59,-14.9003,50.2788,72.64,90,29,5.55
496,496,Hami,CN,2021-12-06 23:27:00,42.8,93.45,28.6,54,99,8.99
497,497,Monze,ZM,2021-12-06 23:27:00,-16.2833,27.4833,76.5,47,100,4.52
498,498,Kangaatsiaq,GL,2021-12-06 23:27:00,68.3065,-53.4641,24.94,66,83,20.69
499,499,Abha,SA,2021-12-06 23:27:01,18.2164,42.5053,50.25,35,0,4.61
500,500,Ancud,CL,2021-12-06 23:27:01,-41.8697,-73.8203,65.43,64,0,1.48
501,501,Matamoros,MX,2021-12-06 23:27:02,25.5333,-103.25,78.91,23,40,6.91
502,502,Gilgit,PK,2021-12-06 23:27:02,35.9221,74.3087,37.35,55,14,3.78
503,503,Flin Flon,CA,2021-12-06 23:27:03,54.7682,-101.865,-13.16,70,75,4.61
504,504,Rocky Mountain House,CA,2021-12-06 23:27:03,52.3668,-114.9188,17.35,79,33,2.3
505,505,Magadan,RU,2021-12-06 23:27:03,59.5667,150.8,12.47,88,100,10.54
506,506,Atasu,KZ,2021-12-06 23:27:04,48.6814,71.6433,29.16,98,100,8.68
507,507,Oranjemund,,2021-12-06 23:27:04,-28.55,16.4333,60.46,87,14,16.02
508,508,Phan Thiet,VN,2021-12-06 23:24:45,10.9333,108.1,69.93,86,97,4.88
509,509,Sisimiut,GL,2021-12-06 23:28:05,66.9395,-53.6735,21.97,76,100,19.33
510,510,Sasciori,RO,2021-12-06 23:28:05,45.8667,23.5833,39.34,98,100,1.3
511,511,Tarko-Sale,RU,2021-12-06 23:28:06,64.9225,77.785,-16.37,88,73,12.21
512,512,Sungairaya,ID,2021-12-06 23:28:06,0.7,108.9,77.09,89,99,4.92
513,513,Porto Novo,BJ,2021-12-06 23:28:07,6.4965,2.6036,81.09,82,86,7.81
514,514,The Valley,AI,2021-12-06 23:28:07,18.217,-63.0578,80.74,69,20,12.66
515,515,Wuwei,CN,2021-12-06 23:28:07,37.9281,102.6414,28.76,48,100,9.44
516,516,Ponedera,CO,2021-12-06 23:28:08,10.641,-74.7503,82.54,77,42,7.45
517,517,Kropotkin,RU,2021-12-06 23:28:08,45.4375,40.5756,46.02,65,77,7.83
518,518,Tomatlan,MX,2021-12-06 23:28:09,19.9333,-105.25,86.29,48,68,6.53
519,519,Dalianwan,CN,2021-12-06 23:28:09,39.0286,121.695,35.64,44,0,4.47
520,520,Dzilam Gonzalez,MX,2021-12-06 23:28:10,21.2833,-88.9333,79.57,78,50,6.4
521,521,Mayang Imphal,IN,2021-12-06 23:28:10,24.6167,93.8833,60.6,99,98,0.76
522,522,Mgachi,RU,2021-12-06 23:28:11,51.05,142.2667,18.64,66,38,17.83
523,523,Orange,US,2021-12-06 23:25:41,33.7,-117.7675,76.41,80,75,1.01
524,524,Sao Luis De Montes Belos,BR,2021-12-06 23:28:11,-16.525,-50.3722,72.34,90,85,1.72
525,525,Avera,US,2021-12-06 23:28:12,33.194,-82.5271,69.67,71,100,10.11
526,526,Inhambane,MZ,2021-12-06 23:28:12,-23.865,35.3833,76.44,87,49,7.05
527,527,Ayagoz,KZ,2021-12-06 23:28:13,47.9714,80.4392,29.44,99,100,8.28
528,528,Zambezi,ZM,2021-12-06 23:28:13,-13.5432,23.1047,66.02,93,93,1.23
529,529,Concepcion Del Oro,MX,2021-12-06 23:28:14,24.6333,-101.4167,66.42,21,100,3.94
530,530,Rawson,AR,2021-12-06 23:28:14,-43.3002,-65.1023,85.37,23,1,24.34
531,531,Prado,BR,2021-12-06 23:28:14,-17.3411,-39.2208,76.6,86,91,9.86
532,532,Sobolevo,RU,2021-12-06 23:28:15,54.4299,31.8996,28.54,98,100,6.35
533,533,Bar,UA,2021-12-06 23:28:15,49.0772,27.6826,35.26,98,100,5.19
534,534,Bilibino,RU,2021-12-06 23:28:16,68.0546,166.4372,-23.64,99,100,2.39
535,535,Cheney,US,2021-12-06 23:28:13,47.4874,-117.5758,31.77,90,75,4.61
536,536,Acapulco,MX,2021-12-06 23:23:34,16.8634,-99.8901,84.02,74,1,5.75
537,537,Balkanabat,TM,2021-12-06 23:28:17,39.5108,54.3671,47.34,80,1,0.76
538,538,Paka,MY,2021-12-06 23:28:17,4.6374,103.4368,75.13,88,40,0.0
539,539,Winder,US,2021-12-06 23:23:38,33.9926,-83.7202,61.95,95,90,0.0
540,540,Isiolo,KE,2021-12-06 23:28:18,0.3546,37.5822,65.88,78,39,4.0
541,541,Nabire,ID,2021-12-06 23:28:18,-3.3667,135.4833,81.77,74,100,2.95
542,542,Warendorf,DE,2021-12-06 23:28:18,51.95,7.9833,38.66,78,100,14.45
543,543,Shache,CN,2021-12-06 23:28:19,38.4167,77.2406,29.43,34,1,3.38
544,544,Nagato,JP,2021-12-06 23:28:19,34.3833,131.2,48.11,73,38,10.13
545,545,Kavaratti,IN,2021-12-06 23:28:20,10.5669,72.642,80.04,67,8,11.88
546,546,Yatou,CN,2021-12-06 23:28:20,37.15,122.3833,40.1,65,2,9.31
547,547,Cooma,AU,2021-12-06 23:28:20,-36.2333,149.1333,67.77,68,40,6.91
548,548,Virginia Beach,US,2021-12-06 23:25:16,36.8529,-75.978,69.03,65,49,4.0
549,549,Bud,US,2021-12-06 23:28:21,39.447,-86.1758,34.21,62,8,13.67
550,550,Krasnoselkup,RU,2021-12-06 23:28:21,65.7,82.4667,-20.78,91,66,10.96
